,ID,patca,geometry,tStart,tEnd,tBreak,numObs
297,263111,0,"POLYGON ((-71.453374 19.529787, -71.453975 19.529592, -71.454216 19.52852, -71.45350000000001 19.528421, -71.453374 19.529787))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,132
298,263412,0,"POLYGON ((-71.467606 19.526479, -71.467641 19.526674, -71.46773899999999 19.526849, -71.467888 19.526987, -71.468075 19.527074, -71.468282 19.527102, -71.468487 19.527068, -71.468672 19.526976, -71.468817 19.526834, -71.468909 19.526657, -71.46893900000001 19.526461, -71.468903 19.526266, -71.468806 19.526091, -71.468656 19.525953, -71.468469 19.525866, -71.46826299999999 19.525838, -71.468057 19.525872, -71.467873 19.525964, -71.467727 19.526106, -71.467635 19.526283, -71.467606 19.526479))",2011-04-23 15:01:57.950,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,131
299,263411,0,"POLYGON ((-71.458393 19.516886, -71.458428 19.517081, -71.45852600000001 19.517256, -71.458675 19.517393, -71.458862 19.517481, -71.459069 19.517509, -71.45927399999999 19.517475, -71.459459 19.517383, -71.459604 19.517241, -71.45969599999999 19.517063, -71.459726 19.516868, -71.45968999999999 19.516673, -71.459593 19.516498, -71.45944299999999 19.51636, -71.459256 19.516273, -71.45905 19.516245, -71.458844 19.516278, -71.45865999999999 19.516371, -71.45851399999999 19.516513, -71.458422 19.51669, -71.458393 19.516886))",2011-05-09 15:01:57.700,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,131
300,263511,0,"POLYGON ((-71.490498 19.51145, -71.490534 19.511644, -71.49063099999999 19.511819, -71.490781 19.511957, -71.490968 19.512044, -71.491175 19.512072, -71.49138000000001 19.512039, -71.49156499999999 19.511946, -71.49171 19.511804, -71.49180200000001 19.511627, -71.491832 19.511431, -71.49179599999999 19.511236, -71.491699 19.511061, -71.49154900000001 19.510924, -71.491362 19.510836, -71.49115500000001 19.510808, -71.49095 19.510842, -71.490765 19.510934, -71.49062000000001 19.511076, -71.490528 19.511254, -71.490498 19.51145))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,143
301,263613,0,"POLYGON ((-71.448227 19.528966, -71.448778 19.52956, -71.449371 19.529154, -71.449519 19.528501, -71.44849499999999 19.528531, -71.447956 19.528523, -71.448227 19.528966))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,122
302,263612,0,"POLYGON ((-71.43923599999999 19.531056, -71.439485 19.531342, -71.439804 19.531498, -71.44025600000001 19.531207, -71.44044100000001 19.531115, -71.440586 19.530973, -71.44054199999999 19.53062, -71.440108 19.530693, -71.439666 19.530653, -71.43908399999999 19.530377, -71.43877999999999 19.530086, -71.438777 19.530959, -71.43923599999999 19.531056))",2011-01-17 15:01:40.430,2014-02-18 15:09:11.000,2014-03-06 15:08:56.070,33
302,263612,0,"POLYGON ((-71.43923599999999 19.531056, -71.439485 19.531342, -71.439804 19.531498, -71.44025600000001 19.531207, -71.44044100000001 19.531115, -71.440586 19.530973, -71.44054199999999 19.53062, -71.440108 19.530693, -71.439666 19.530653, -71.43908399999999 19.530377, -71.43877999999999 19.530086, -71.438777 19.530959, -71.43923599999999 19.531056))",2014-03-06 15:08:56.070,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,80
303,263621,0,"POLYGON ((-71.499875 19.471062, -71.499911 19.471257, -71.50000799999999 19.471432, -71.500158 19.471569, -71.500345 19.471657, -71.500551 19.471685, -71.50075699999999 19.471651, -71.500941 19.471559, -71.501086 19.471417, -71.501178 19.471239, -71.50120800000001 19.471044, -71.501172 19.470849, -71.501075 19.470674, -71.500925 19.470536, -71.500738 19.470449, -71.50053200000001 19.470421, -71.500326 19.470455, -71.500142 19.470547, -71.49999699999999 19.470689, -71.499905 19.470866, -71.499875 19.471062))",2011-01-01 15:01:56.470,2015-07-15 15:07:54.890,2015-07-31 15:07:59.000,76
303,263621,0,"POLYGON ((-71.499875 19.471062, -71.499911 19.471257, -71.50000799999999 19.471432, -71.500158 19.471569, -71.500345 19.471657, -71.500551 19.471685, -71.50075699999999 19.471651, -71.500941 19.471559, -71.501086 19.471417, -71.501178 19.471239, -71.50120800000001 19.471044, -71.501172 19.470849, -71.501075 19.470674, -71.500925 19.470536, -71.500738 19.470449, -71.50053200000001 19.470421, -71.500326 19.470455, -71.500142 19.470547, -71.49999699999999 19.470689, -71.499905 19.470866, -71.499875 19.471062))",2015-07-31 15:07:59.000,2018-10-27 15:08:15.860,2018-11-12 15:08:18.040,51
303,263621,0,"POLYGON ((-71.499875 19.471062, -71.499911 19.471257, -71.50000799999999 19.471432, -71.500158 19.471569, -71.500345 19.471657, -71.500551 19.471685, -71.50075699999999 19.471651, -71.500941 19.471559, -71.501086 19.471417, -71.501178 19.471239, -71.50120800000001 19.471044, -71.501172 19.470849, -71.501075 19.470674, -71.500925 19.470536, -71.500738 19.470449, -71.50053200000001 19.470421, -71.500326 19.470455, -71.500142 19.470547, -71.49999699999999 19.470689, -71.499905 19.470866, -71.499875 19.471062))",2018-11-12 15:08:18.040,2019-12-17 15:08:39.158,,25
304,263611,0,"POLYGON ((-71.517607 19.55088, -71.51764300000001 19.551075, -71.51774 19.55125, -71.51788999999999 19.551387, -71.51807700000001 19.551474, -71.51828399999999 19.551503, -71.518489 19.551469, -71.518674 19.551376, -71.51881899999999 19.551235, -71.518911 19.551057, -71.51894 19.550861, -71.518905 19.550666, -71.518807 19.550492, -71.518658 19.550354, -71.51846999999999 19.550267, -71.518264 19.550239, -71.518058 19.550272, -71.51787400000001 19.550365, -71.517729 19.550507, -71.51763699999999 19.550684, -71.517607 19.55088))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,137
305,263721,0,"POLYGON ((-71.467476 19.503412, -71.467673 19.502733, -71.465892 19.502406, -71.465701 19.50309, -71.467476 19.503412))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,147
306,263711,0,"POLYGON ((-71.466533 19.501981, -71.466568 19.502176, -71.466666 19.502351, -71.466815 19.502489, -71.46700199999999 19.502576, -71.467209 19.502604, -71.46741400000001 19.50257, -71.46759900000001 19.502478, -71.467744 19.502336, -71.46783600000001 19.502159, -71.467866 19.501963, -71.46783000000001 19.501768, -71.467733 19.501593, -71.467583 19.501455, -71.46739599999999 19.501368, -71.467189 19.50134, -71.466984 19.501374, -71.46680000000001 19.501466, -71.46665400000001 19.501608, -71.466562 19.501785, -71.466533 19.501981))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,147
307,265511,0,"POLYGON ((-71.288589 19.460969, -71.288624 19.461164, -71.288721 19.461339, -71.288871 19.461477, -71.289058 19.461564, -71.289264 19.461592, -71.28946999999999 19.461559, -71.289654 19.461467, -71.2898 19.461325, -71.28989199999999 19.461148, -71.289922 19.460952, -71.289886 19.460757, -71.289789 19.460582, -71.28964000000001 19.460444, -71.28945299999999 19.460356, -71.28924600000001 19.460328, -71.289041 19.460362, -71.288856 19.460454, -71.28871100000001 19.460595, -71.288619 19.460773, -71.288589 19.460969))",2011-01-01 15:01:32.560,2013-04-12 15:04:22.710,2013-04-28 15:04:16.620,32
307,265511,0,"POLYGON ((-71.288589 19.460969, -71.288624 19.461164, -71.288721 19.461339, -71.288871 19.461477, -71.289058 19.461564, -71.289264 19.461592, -71.28946999999999 19.461559, -71.289654 19.461467, -71.2898 19.461325, -71.28989199999999 19.461148, -71.289922 19.460952, -71.289886 19.460757, -71.289789 19.460582, -71.28964000000001 19.460444, -71.28945299999999 19.460356, -71.28924600000001 19.460328, -71.289041 19.460362, -71.288856 19.460454, -71.28871100000001 19.460595, -71.288619 19.460773, -71.288589 19.460969))",2013-06-07 15:10:23.750,2016-09-19 15:08:36.050,2016-10-21 15:08:42.610,74
307,265511,0,"POLYGON ((-71.288589 19.460969, -71.288624 19.461164, -71.288721 19.461339, -71.288871 19.461477, -71.289058 19.461564, -71.289264 19.461592, -71.28946999999999 19.461559, -71.289654 19.461467, -71.2898 19.461325, -71.28989199999999 19.461148, -71.289922 19.460952, -71.289886 19.460757, -71.289789 19.460582, -71.28964000000001 19.460444, -71.28945299999999 19.460356, -71.28924600000001 19.460328, -71.289041 19.460362, -71.288856 19.460454, -71.28871100000001 19.460595, -71.288619 19.460773, -71.288589 19.460969))",2017-02-26 15:08:14.340,2018-03-17 15:07:54.830,2018-04-02 15:07:48.050,14
307,265511,0,"POLYGON ((-71.288589 19.460969, -71.288624 19.461164, -71.288721 19.461339, -71.288871 19.461477, -71.289058 19.461564, -71.289264 19.461592, -71.28946999999999 19.461559, -71.289654 19.461467, -71.2898 19.461325, -71.28989199999999 19.461148, -71.289922 19.460952, -71.289886 19.460757, -71.289789 19.460582, -71.28964000000001 19.460444, -71.28945299999999 19.460356, -71.28924600000001 19.460328, -71.289041 19.460362, -71.288856 19.460454, -71.28871100000001 19.460595, -71.288619 19.460773, -71.288589 19.460969))",2018-04-02 15:07:48.050,2019-12-17 15:08:39.158,,37
308,268611,0,"POLYGON ((-71.332566 19.463881, -71.33260199999999 19.464076, -71.33269900000001 19.464251, -71.332848 19.464389, -71.333035 19.464476, -71.333242 19.464505, -71.33344700000001 19.464471, -71.33363199999999 19.464379, -71.333777 19.464237, -71.33386900000001 19.46406, -71.333899 19.463864, -71.33386400000001 19.463669, -71.33376699999999 19.463494, -71.333617 19.463356, -71.33343000000001 19.463269, -71.333224 19.46324, -71.333018 19.463274, -71.33283400000001 19.463366, -71.332688 19.463508, -71.332596 19.463685, -71.332566 19.463881))",2011-01-01 15:01:32.560,2018-11-28 15:08:17.230,2018-12-14 15:08:13.920,116
308,268611,0,"POLYGON ((-71.332566 19.463881, -71.33260199999999 19.464076, -71.33269900000001 19.464251, -71.332848 19.464389, -71.333035 19.464476, -71.333242 19.464505, -71.33344700000001 19.464471, -71.33363199999999 19.464379, -71.333777 19.464237, -71.33386900000001 19.46406, -71.333899 19.463864, -71.33386400000001 19.463669, -71.33376699999999 19.463494, -71.333617 19.463356, -71.33343000000001 19.463269, -71.333224 19.46324, -71.333018 19.463274, -71.33283400000001 19.463366, -71.332688 19.463508, -71.332596 19.463685, -71.332566 19.463881))",2018-12-14 15:08:13.920,2019-12-17 15:08:39.158,,24
309,268812,0,"POLYGON ((-71.31125 19.459163, -71.311285 19.459358, -71.31138199999999 19.459533, -71.311532 19.45967, -71.311719 19.459758, -71.311925 19.459786, -71.31213 19.459753, -71.312315 19.45966, -71.31246 19.459519, -71.31255299999999 19.459341, -71.31258200000001 19.459146, -71.312547 19.458951, -71.31245 19.458776, -71.31229999999999 19.458638, -71.312113 19.45855, -71.31190700000001 19.458522, -71.311702 19.458556, -71.31151699999999 19.458648, -71.31137200000001 19.458789, -71.311279 19.458967, -71.31125 19.459163))",2011-07-28 15:01:50.530,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,127
310,269511,0,"POLYGON ((-71.410667 19.438358, -71.410702 19.438553, -71.41079999999999 19.438727, -71.410949 19.438865, -71.411136 19.438953, -71.411342 19.438981, -71.411548 19.438947, -71.411732 19.438855, -71.411878 19.438713, -71.41197 19.438536, -71.41199899999999 19.43834, -71.411964 19.438145, -71.411867 19.43797, -71.411717 19.437832, -71.41153 19.437745, -71.41132399999999 19.437717, -71.411118 19.43775, -71.410934 19.437843, -71.41078899999999 19.437984, -71.410697 19.438162, -71.410667 19.438358))",2011-01-17 15:02:04.340,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,126
311,270311,0,"POLYGON ((-71.522279 19.537057, -71.52231500000001 19.537252, -71.522412 19.537427, -71.52256199999999 19.537565, -71.522749 19.537652, -71.522955 19.53768, -71.523161 19.537646, -71.52334500000001 19.537554, -71.52349100000001 19.537412, -71.523582 19.537234, -71.523612 19.537039, -71.52357600000001 19.536844, -71.52347899999999 19.536669, -71.523329 19.536531, -71.52314200000001 19.536444, -71.522936 19.536416, -71.52273 19.53645, -71.52254600000001 19.536542, -71.5224 19.536684, -71.522308 19.536862, -71.522279 19.537057))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,134
312,270521,0,"POLYGON ((-71.538121 19.503866, -71.538156 19.504061, -71.53825399999999 19.504236, -71.538403 19.504373, -71.538591 19.504461, -71.538797 19.504489, -71.539002 19.504455, -71.539187 19.504362, -71.539332 19.504221, -71.539424 19.504043, -71.53945400000001 19.503847, -71.539418 19.503652, -71.53932 19.503478, -71.539171 19.50334, -71.538984 19.503253, -71.538777 19.503225, -71.538572 19.503258, -71.538387 19.503351, -71.538242 19.503493, -71.53815 19.50367, -71.538121 19.503866))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,124
313,270712,0,"POLYGON ((-71.551536 19.507458, -71.55255099999999 19.507568, -71.552544 19.507082, -71.55296 19.50655, -71.552629 19.506286, -71.552829 19.505849, -71.552663 19.505676, -71.551952 19.506182, -71.55173000000001 19.506627, -71.551638 19.506804, -71.551536 19.507458))",2011-01-01 15:01:32.560,2012-03-08 15:02:26.310,2012-03-24 15:02:29.510,13
313,270712,0,"POLYGON ((-71.551536 19.507458, -71.55255099999999 19.507568, -71.552544 19.507082, -71.55296 19.50655, -71.552629 19.506286, -71.552829 19.505849, -71.552663 19.505676, -71.551952 19.506182, -71.55173000000001 19.506627, -71.551638 19.506804, -71.551536 19.507458))",2012-06-12 15:02:45.420,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,134
314,270711,0,"POLYGON ((-71.55041199999999 19.504623, -71.550448 19.504818, -71.550545 19.504993, -71.550695 19.505131, -71.550882 19.505218, -71.55108799999999 19.505246, -71.551294 19.505212, -71.551478 19.50512, -71.551624 19.504978, -71.551715 19.5048, -71.551745 19.504605, -71.551709 19.50441, -71.55161200000001 19.504235, -71.551462 19.504097, -71.551275 19.50401, -71.551069 19.503982, -71.55086300000001 19.504016, -71.550679 19.504108, -71.550534 19.50425, -71.550442 19.504428, -71.55041199999999 19.504623))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,136
315,270811,0,"POLYGON ((-71.452657 19.530173, -71.45287 19.529855, -71.45267699999999 19.529734, -71.45268900000001 19.529465, -71.452399 19.529319, -71.452215 19.529089, -71.45204099999999 19.529056, -71.451857 19.529148, -71.451713 19.529396, -71.452032 19.529918, -71.452657 19.530173))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,130
316,271111,0,"POLYGON ((-71.543356 19.528256, -71.543392 19.528451, -71.54348899999999 19.528626, -71.543639 19.528764, -71.543826 19.528851, -71.544032 19.528879, -71.54423800000001 19.528845, -71.544422 19.528753, -71.544567 19.528611, -71.544659 19.528433, -71.54468900000001 19.528238, -71.544653 19.528043, -71.544556 19.527868, -71.544406 19.52773, -71.544219 19.527643, -71.544012 19.527615, -71.543807 19.527649, -71.543623 19.527741, -71.543477 19.527883, -71.543385 19.528061, -71.543356 19.528256))",2011-01-17 15:01:40.430,2013-04-12 15:04:22.710,2013-04-28 15:04:16.620,24
316,271111,0,"POLYGON ((-71.543356 19.528256, -71.543392 19.528451, -71.54348899999999 19.528626, -71.543639 19.528764, -71.543826 19.528851, -71.544032 19.528879, -71.54423800000001 19.528845, -71.544422 19.528753, -71.544567 19.528611, -71.544659 19.528433, -71.54468900000001 19.528238, -71.544653 19.528043, -71.544556 19.527868, -71.544406 19.52773, -71.544219 19.527643, -71.544012 19.527615, -71.543807 19.527649, -71.543623 19.527741, -71.543477 19.527883, -71.543385 19.528061, -71.543356 19.528256))",2013-05-22 15:10:24.100,2019-10-30 15:08:45.454,2019-11-15 15:08:42.664,109
317,271112,0,"POLYGON ((-71.54325 19.531083, -71.543285 19.531278, -71.54338300000001 19.531453, -71.543532 19.53159, -71.54371999999999 19.531678, -71.543926 19.531706, -71.544132 19.531672, -71.54431599999999 19.531579, -71.544461 19.531438, -71.54455299999999 19.53126, -71.544583 19.531064, -71.54454699999999 19.530869, -71.54445 19.530695, -71.54430000000001 19.530557, -71.544113 19.53047, -71.54390600000001 19.530442, -71.543701 19.530476, -71.543516 19.530568, -71.54337099999999 19.53071, -71.543279 19.530887, -71.54325 19.531083))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,113
318,271211,0,"POLYGON ((-71.573393 19.499958, -71.57551599999999 19.500521, -71.575559 19.500047, -71.575456 19.499482, -71.575306 19.499344, -71.575119 19.499257, -71.574912 19.499229, -71.57431699999999 19.499134, -71.573393 19.499958))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,137
319,276811,0,"POLYGON ((-71.545283 19.508784, -71.54531799999999 19.508979, -71.545416 19.509154, -71.54556599999999 19.509292, -71.545753 19.509379, -71.545959 19.509407, -71.546165 19.509373, -71.54634900000001 19.509281, -71.546494 19.509139, -71.546586 19.508961, -71.546616 19.508766, -71.54658000000001 19.508571, -71.54648299999999 19.508396, -71.546333 19.508258, -71.54614599999999 19.508171, -71.545939 19.508143, -71.545734 19.508177, -71.54555000000001 19.508269, -71.545404 19.508411, -71.545312 19.508589, -71.545283 19.508784))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,127
320,276812,0,"POLYGON ((-71.543885 19.509104, -71.544383 19.510326, -71.545061 19.510126, -71.54500400000001 19.509452, -71.544971 19.509223, -71.54436 19.509196, -71.54382200000001 19.508901, -71.543885 19.509104))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,139
321,276911,0,"POLYGON ((-71.502804 19.528696, -71.50362800000001 19.529124, -71.504486 19.528244, -71.503754 19.527758, -71.502804 19.528696))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,121
322,277111,0,"POLYGON ((-71.556867 19.560569, -71.55690199999999 19.560764, -71.557 19.560938, -71.557149 19.561076, -71.557337 19.561163, -71.557543 19.561191, -71.557749 19.561157, -71.55793300000001 19.561065, -71.55807900000001 19.560923, -71.55817 19.560746, -71.5582 19.56055, -71.558164 19.560355, -71.55806699999999 19.56018, -71.557917 19.560042, -71.55773000000001 19.559955, -71.557523 19.559927, -71.557318 19.559961, -71.55713299999999 19.560054, -71.556988 19.560195, -71.55689599999999 19.560373, -71.556867 19.560569))",2011-01-01 15:01:32.560,2019-12-17 15:08:39.158,,109
323,277211,0,"POLYGON ((-71.538112 19.559741, -71.539863 19.560166, -71.54002699999999 19.559544, -71.53881 19.559029, -71.53831599999999 19.55917, -71.538112 19.559741))",2011-01-01 15:01:32.560,2019-12-17 15:08:39.158,,141
324,277311,0,"POLYGON ((-71.50497300000001 19.473901, -71.505009 19.474096, -71.505106 19.47427, -71.505256 19.474408, -71.505443 19.474495, -71.50564900000001 19.474523, -71.505855 19.47449, -71.506039 19.474397, -71.506184 19.474256, -71.506276 19.474078, -71.506306 19.473882, -71.50627 19.473687, -71.506173 19.473513, -71.506023 19.473375, -71.505836 19.473288, -71.50563 19.473259, -71.505424 19.473293, -71.50524 19.473386, -71.505095 19.473527, -71.505003 19.473705, -71.50497300000001 19.473901))",2011-01-01 15:01:56.470,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,121
325,277411,0,"POLYGON ((-71.503812 19.477239, -71.50384699999999 19.477433, -71.50487800000001 19.477735, -71.505109 19.477025, -71.505278 19.476487, -71.504671 19.4763, -71.504493 19.476793, -71.50428700000001 19.476837, -71.504352 19.476443, -71.50386399999999 19.476631, -71.50384099999999 19.477043, -71.503812 19.477239))",2011-01-01 15:01:56.470,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,129
326,291413,0,"POLYGON ((-71.47895699999999 19.4428, -71.479354 19.44312, -71.479767 19.443079, -71.480177 19.443156, -71.481655 19.442242, -71.481455 19.441981, -71.481109 19.441836, -71.480914 19.441544, -71.48096 19.441291, -71.480146 19.441147, -71.47901299999999 19.441483, -71.47979599999999 19.442102, -71.47895699999999 19.4428))",2011-01-01 15:01:56.470,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,130
327,291414,0,"POLYGON ((-71.48039900000001 19.452521, -71.480435 19.452716, -71.480532 19.452891, -71.480942 19.453861, -71.481549 19.45451, -71.48175999999999 19.454442, -71.481696 19.453824, -71.482032 19.452902, -71.480569 19.451894, -71.48017299999999 19.452017, -71.48039900000001 19.452521))",2011-01-01 15:01:56.470,2016-10-21 15:08:42.610,2016-11-06 15:08:42.100,88
327,291414,0,"POLYGON ((-71.48039900000001 19.452521, -71.480435 19.452716, -71.480532 19.452891, -71.480942 19.453861, -71.481549 19.45451, -71.48175999999999 19.454442, -71.481696 19.453824, -71.482032 19.452902, -71.480569 19.451894, -71.48017299999999 19.452017, -71.48039900000001 19.452521))",2016-12-08 15:08:40.230,2019-11-15 15:08:42.664,2019-12-01 15:08:41.065,47
328,291412,0,"POLYGON ((-71.47732600000001 19.439365, -71.477228 19.439678, -71.478545 19.439667, -71.47985799999999 19.43987, -71.48005999999999 19.439659, -71.47877699999999 19.439137, -71.478634 19.439243, -71.47752300000001 19.438991, -71.47732600000001 19.439365))",2011-01-17 15:02:04.340,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,123
329,291411,0,"POLYGON ((-71.496801 19.440291, -71.497051 19.440323, -71.497266 19.440599, -71.49746500000001 19.440546, -71.497433 19.439798, -71.49719399999999 19.439083, -71.496988 19.439055, -71.496782 19.439089, -71.49659800000001 19.439181, -71.496236 19.439306, -71.49636099999999 19.4395, -71.496801 19.440291))",2011-01-01 15:01:56.470,2019-11-15 15:08:42.664,2019-12-01 15:08:41.065,122
330,305513,1,"POLYGON ((-70.618469 19.427129, -70.618504 19.427324, -70.6186 19.427499, -70.61874899999999 19.427638, -70.61893600000001 19.427726, -70.619142 19.427755, -70.619348 19.427722, -70.61953200000001 19.427631, -70.619679 19.427489, -70.619771 19.427312, -70.61980200000001 19.427117, -70.61976799999999 19.426922, -70.619671 19.426746, -70.619522 19.426608, -70.619336 19.426519, -70.619129 19.42649, -70.61892400000001 19.426523, -70.61873900000001 19.426615, -70.618593 19.426756, -70.6185 19.426933, -70.618469 19.427129))",2011-07-28 15:01:50.530,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,111
331,307911,1,"POLYGON ((-70.36476500000001 19.669621, -70.365027 19.669555, -70.365233 19.669522, -70.36515900000001 19.669281, -70.36537800000001 19.669195, -70.365714 19.669147, -70.365268 19.668382, -70.365055 19.668436, -70.36492200000001 19.668065, -70.36476399999999 19.66808, -70.364898 19.668547, -70.364445 19.66857, -70.36476500000001 19.669621))",2011-02-02 15:01:45.730,2019-12-26 15:02:26.058,,236
332,310311,1,"POLYGON ((-71.034385 19.848878, -71.03439299999999 19.84839, -71.032614 19.848105, -71.032779 19.848591, -71.034385 19.848878))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,130
333,310511,1,"POLYGON ((-71.064142 19.844559, -71.064288 19.844417, -71.06438 19.84424, -71.06218800000001 19.842495, -71.06204200000001 19.842637, -71.06195 19.842814, -71.064142 19.844559))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,122
334,311522,0,"POLYGON ((-70.547656 19.400263, -70.54886500000001 19.400624, -70.54926500000001 19.400568, -70.550195 19.399505, -70.549402 19.399141, -70.548807 19.400058, -70.54834 19.400009, -70.548554 19.399402, -70.548045 19.399244, -70.547686 19.400067, -70.547656 19.400263))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,145
335,311521,0,"POLYGON ((-70.536947 19.411341, -70.53677500000001 19.411967, -70.539631 19.412848, -70.53982999999999 19.412176, -70.536947 19.411341))",2011-05-09 15:01:57.700,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,167
336,312211,0,"POLYGON ((-70.559158 19.39334, -70.559344 19.393428, -70.559551 19.393458, -70.55975599999999 19.393425, -70.55994099999999 19.393333, -70.560087 19.393192, -70.56008 19.392449, -70.55993100000001 19.39231, -70.55974500000001 19.392222, -70.559539 19.392193, -70.559333 19.392226, -70.55914799999999 19.392317, -70.559158 19.39334))",2011-01-17 15:02:04.340,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,117
337,312511,1,"POLYGON ((-71.05694800000001 19.846505, -71.05777399999999 19.846606, -71.05798299999999 19.845744, -71.05722400000001 19.845545, -71.05694800000001 19.846505))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,126
338,312612,1,"POLYGON ((-70.994387 19.811537, -70.995735 19.811783, -70.996076 19.810782, -70.99471800000001 19.810524, -70.994553 19.811229, -70.994387 19.811537))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,116
339,312611,1,"POLYGON ((-70.994371 19.815352, -70.995699 19.815494, -70.995721 19.8148, -70.994338 19.814733, -70.994246 19.814822, -70.994371 19.815352))",2011-02-02 15:01:45.730,2019-12-17 15:08:39.158,,118
340,313011,1,"POLYGON ((-70.971446 19.891911, -70.971481 19.892106, -70.97157799999999 19.892282, -70.971728 19.89242, -70.971915 19.892507, -70.972122 19.892536, -70.972328 19.892503, -70.97251300000001 19.892411, -70.97265899999999 19.89227, -70.972752 19.892092, -70.97278300000001 19.891897, -70.972747 19.891702, -70.97265 19.891526, -70.97250099999999 19.891388, -70.972313 19.8913, -70.972106 19.891272, -70.97190000000001 19.891305, -70.971715 19.891397, -70.971569 19.891538, -70.971476 19.891716, -70.971446 19.891911))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,130
341,313511,1,"POLYGON ((-71.05481399999999 19.849669, -71.054849 19.849864, -71.054947 19.850039, -71.05509600000001 19.850177, -71.055284 19.850265, -71.055491 19.850293, -71.055697 19.85026, -71.055882 19.850168, -71.056028 19.850026, -71.05612000000001 19.849849, -71.05615 19.849653, -71.05611500000001 19.849458, -71.05601799999999 19.849283, -71.055868 19.849145, -71.05568100000001 19.849058, -71.055474 19.849029, -71.055268 19.849062, -71.055083 19.849154, -71.054937 19.849296, -71.054844 19.849473, -71.05481399999999 19.849669))",2011-01-17 15:01:40.430,2014-12-03 15:08:32.620,2014-12-19 15:08:29.470,48
341,313511,1,"POLYGON ((-71.05481399999999 19.849669, -71.054849 19.849864, -71.054947 19.850039, -71.05509600000001 19.850177, -71.055284 19.850265, -71.055491 19.850293, -71.055697 19.85026, -71.055882 19.850168, -71.056028 19.850026, -71.05612000000001 19.849849, -71.05615 19.849653, -71.05611500000001 19.849458, -71.05601799999999 19.849283, -71.055868 19.849145, -71.05568100000001 19.849058, -71.055474 19.849029, -71.055268 19.849062, -71.055083 19.849154, -71.054937 19.849296, -71.054844 19.849473, -71.05481399999999 19.849669))",2015-02-05 15:08:17.230,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,69
342,313911,1,"POLYGON ((-71.098502 19.845995, -71.09912199999999 19.845564, -71.098454 19.844459, -71.09771600000001 19.844806, -71.098502 19.845995))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,124
343,313912,1,"POLYGON ((-71.094589 19.844551, -71.09507499999999 19.844826, -71.095558 19.844481, -71.09592499999999 19.844633, -71.096251 19.844291, -71.09599799999999 19.844098, -71.095848 19.84396, -71.095522 19.843811, -71.094824 19.844288, -71.094589 19.844551))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,121
344,314011,1,"POLYGON ((-71.186325 19.81757, -71.187906 19.817453, -71.18765399999999 19.816636, -71.186313 19.816666, -71.186325 19.81757))",2011-02-02 15:01:45.730,2013-05-22 15:10:24.100,2013-06-07 15:10:23.750,31
