,ID,patca,geometry,tStart,tEnd,tBreak,numObs
233,369411,0,"POLYGON ((-71.85742399999999 18.490264, -71.85745900000001 18.490459, -71.857556 18.490634, -71.857705 18.490771, -71.857891 18.490858, -71.858096 18.490886, -71.858301 18.490852, -71.858484 18.490759, -71.858628 18.490617, -71.85871899999999 18.49044, -71.85874800000001 18.490244, -71.85871299999999 18.490049, -71.858616 18.489874, -71.858467 18.489737, -71.85828100000001 18.48965, -71.858076 18.489622, -71.857871 18.489656, -71.857688 18.489749, -71.857544 18.489891, -71.85745300000001 18.490068, -71.85742399999999 18.490264))",2015-07-31 15:08:22.900,2018-04-18 15:08:02.440,2018-05-04 15:07:53.790,50
233,369411,0,"POLYGON ((-71.85742399999999 18.490264, -71.85745900000001 18.490459, -71.857556 18.490634, -71.857705 18.490771, -71.857891 18.490858, -71.858096 18.490886, -71.858301 18.490852, -71.858484 18.490759, -71.858628 18.490617, -71.85871899999999 18.49044, -71.85874800000001 18.490244, -71.85871299999999 18.490049, -71.858616 18.489874, -71.858467 18.489737, -71.85828100000001 18.48965, -71.858076 18.489622, -71.857871 18.489656, -71.857688 18.489749, -71.857544 18.489891, -71.85745300000001 18.490068, -71.85742399999999 18.490264))",2018-05-04 15:07:53.790,2019-12-17 15:09:03.062,,26
234,370511,0,"POLYGON ((-71.418049 18.308665, -71.41808399999999 18.30886, -71.418181 18.309035, -71.418329 18.309173, -71.418515 18.309261, -71.41871999999999 18.309289, -71.418924 18.309256, -71.419107 18.309163, -71.419252 18.309022, -71.419343 18.308844, -71.41937299999999 18.308649, -71.419338 18.308454, -71.419241 18.308279, -71.419093 18.308141, -71.418907 18.308053, -71.418702 18.308025, -71.418498 18.308058, -71.41831500000001 18.308151, -71.41817 18.308292, -71.41807900000001 18.30847, -71.418049 18.308665))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,125
235,370911,0,"POLYGON ((-71.859965 18.485863, -71.859993 18.485957, -71.86003100000001 18.486046, -71.860038 18.486159, -71.860079 18.48626, -71.86019400000001 18.486221, -71.86035699999999 18.486151, -71.860542 18.486084, -71.86074000000001 18.486063, -71.86071099999999 18.485867, -71.860697 18.485667, -71.860702 18.485505, -71.860615 18.485319, -71.860501 18.485189, -71.86035200000001 18.485145, -71.86015 18.485067, -71.86006500000001 18.48507, -71.860063 18.485123, -71.86000300000001 18.485303, -71.859978 18.485531, -71.859965 18.485863))",2011-02-02 15:02:09.630,2016-09-19 15:08:59.950,2016-10-21 15:09:06.520,93
235,370911,0,"POLYGON ((-71.859965 18.485863, -71.859993 18.485957, -71.86003100000001 18.486046, -71.860038 18.486159, -71.860079 18.48626, -71.86019400000001 18.486221, -71.86035699999999 18.486151, -71.860542 18.486084, -71.86074000000001 18.486063, -71.86071099999999 18.485867, -71.860697 18.485667, -71.860702 18.485505, -71.860615 18.485319, -71.860501 18.485189, -71.86035200000001 18.485145, -71.86015 18.485067, -71.86006500000001 18.48507, -71.860063 18.485123, -71.86000300000001 18.485303, -71.859978 18.485531, -71.859965 18.485863))",2016-11-06 15:09:06.000,2019-12-17 15:09:03.062,,42
236,371211,0,"POLYGON ((-71.771911 18.431422, -71.771946 18.431616, -71.772043 18.431791, -71.772192 18.431929, -71.772378 18.432016, -71.772583 18.432044, -71.77278699999999 18.43201, -71.77297 18.431918, -71.773115 18.431776, -71.773206 18.431598, -71.773235 18.431402, -71.7732 18.431208, -71.77310300000001 18.431033, -71.772954 18.430895, -71.772768 18.430808, -71.77256300000001 18.43078, -71.77235899999999 18.430814, -71.772176 18.430906, -71.772031 18.431048, -71.77194 18.431226, -71.771911 18.431422))",2011-01-17 15:02:04.340,2019-12-17 15:09:03.062,,143
237,371311,0,"POLYGON ((-71.78219900000001 18.429012, -71.781999 18.429394, -71.783491 18.429497, -71.783523 18.428992, -71.78348699999999 18.428797, -71.782223 18.428662, -71.78219900000001 18.429012))",2011-01-01 15:01:56.470,2013-10-13 15:10:38.140,2013-10-21 15:04:48.950,30
237,371311,0,"POLYGON ((-71.78219900000001 18.429012, -71.781999 18.429394, -71.783491 18.429497, -71.783523 18.428992, -71.78348699999999 18.428797, -71.782223 18.428662, -71.78219900000001 18.429012))",2013-10-21 15:04:48.950,2017-10-24 15:09:04.060,2017-11-09 15:09:02.210,67
237,371311,0,"POLYGON ((-71.78219900000001 18.429012, -71.781999 18.429394, -71.783491 18.429497, -71.783523 18.428992, -71.78348699999999 18.428797, -71.782223 18.428662, -71.78219900000001 18.429012))",2017-12-11 15:08:54.980,2019-12-17 15:09:03.062,,29
238,371411,0,"POLYGON ((-71.768159 18.427974, -71.76827900000001 18.428242, -71.768783 18.428075, -71.769417 18.427521, -71.77004599999999 18.426629, -71.769544 18.426272, -71.76920200000001 18.426836, -71.769024 18.426764, -71.768159 18.427974))",2011-01-01 15:01:56.470,2018-07-07 15:07:52.430,2018-07-23 15:07:59.070,103
238,371411,0,"POLYGON ((-71.768159 18.427974, -71.76827900000001 18.428242, -71.768783 18.428075, -71.769417 18.427521, -71.77004599999999 18.426629, -71.769544 18.426272, -71.76920200000001 18.426836, -71.769024 18.426764, -71.768159 18.427974))",2018-07-23 15:07:59.070,2019-12-17 15:09:03.062,,23
239,371511,0,"POLYGON ((-71.769599 18.425337, -71.769634 18.425532, -71.76973099999999 18.425706, -71.76988 18.425844, -71.770066 18.425931, -71.77027099999999 18.425959, -71.770475 18.425925, -71.770658 18.425833, -71.770802 18.425691, -71.770893 18.425513, -71.770923 18.425317, -71.770887 18.425123, -71.77079000000001 18.424948, -71.770642 18.42481, -71.770456 18.424723, -71.77025 18.424695, -71.77004599999999 18.424729, -71.769863 18.424822, -71.76971899999999 18.424963, -71.769628 18.425141, -71.769599 18.425337))",2011-01-01 15:01:56.470,2017-09-06 15:08:52.460,2017-09-22 15:08:56.290,102
239,371511,0,"POLYGON ((-71.769599 18.425337, -71.769634 18.425532, -71.76973099999999 18.425706, -71.76988 18.425844, -71.770066 18.425931, -71.77027099999999 18.425959, -71.770475 18.425925, -71.770658 18.425833, -71.770802 18.425691, -71.770893 18.425513, -71.770923 18.425317, -71.770887 18.425123, -71.77079000000001 18.424948, -71.770642 18.42481, -71.770456 18.424723, -71.77025 18.424695, -71.77004599999999 18.424729, -71.769863 18.424822, -71.76971899999999 18.424963, -71.769628 18.425141, -71.769599 18.425337))",2017-10-24 15:09:04.060,2019-12-17 15:09:03.062,,31
240,371911,0,"POLYGON ((-71.76843 18.433952, -71.76846500000001 18.434146, -71.768562 18.434321, -71.768711 18.434459, -71.768897 18.434546, -71.769102 18.434574, -71.769306 18.43454, -71.76948899999999 18.434448, -71.769634 18.434306, -71.76972499999999 18.434128, -71.76975400000001 18.433932, -71.76971899999999 18.433738, -71.769622 18.433563, -71.769473 18.433425, -71.76928700000001 18.433338, -71.769082 18.43331, -71.768878 18.433344, -71.76869499999999 18.433436, -71.76855 18.433578, -71.76845899999999 18.433756, -71.76843 18.433952))",2011-01-01 15:01:56.470,2017-09-22 15:08:56.290,2017-10-08 15:09:02.050,103
240,371911,0,"POLYGON ((-71.76843 18.433952, -71.76846500000001 18.434146, -71.768562 18.434321, -71.768711 18.434459, -71.768897 18.434546, -71.769102 18.434574, -71.769306 18.43454, -71.76948899999999 18.434448, -71.769634 18.434306, -71.76972499999999 18.434128, -71.76975400000001 18.433932, -71.76971899999999 18.433738, -71.769622 18.433563, -71.769473 18.433425, -71.76928700000001 18.433338, -71.769082 18.43331, -71.768878 18.433344, -71.76869499999999 18.433436, -71.76855 18.433578, -71.76845899999999 18.433756, -71.76843 18.433952))",2017-10-24 15:09:04.060,2019-12-17 15:09:03.062,,33
241,391411,1,"POLYGON ((-70.853157 18.890655, -70.853319 18.890565, -70.853515 18.889571, -70.853678 18.889166, -70.853213 18.88928, -70.852997 18.889406, -70.852818 18.889909, -70.852902 18.890156, -70.853157 18.890655))",2011-01-17 15:02:04.340,2019-12-17 15:09:03.062,,111
242,391511,0,"POLYGON ((-70.853455 18.890757, -70.85385100000001 18.890789, -70.854114 18.890518, -70.853866 18.889941, -70.85435 18.88879, -70.853821 18.889022, -70.853455 18.890757))",2011-01-17 15:02:04.340,2019-12-17 15:09:03.062,,143
243,27611,0,"POLYGON ((-71.45845199999999 19.528838, -71.45995600000001 19.529344, -71.460055 19.528924, -71.46011900000001 19.528648, -71.458574 19.528465, -71.458524 19.528645, -71.45845199999999 19.528838))",2011-01-01 15:01:32.560,2015-09-01 15:08:10.530,2015-09-17 15:08:18.890,80
243,27611,0,"POLYGON ((-71.45845199999999 19.528838, -71.45995600000001 19.529344, -71.460055 19.528924, -71.46011900000001 19.528648, -71.458574 19.528465, -71.458524 19.528645, -71.45845199999999 19.528838))",2015-12-22 15:08:30.400,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,65
244,51511,0,"POLYGON ((-70.450142 18.226654, -70.451992 18.22667, -70.451404 18.224879, -70.45116 18.224598, -70.45102 18.224787, -70.45062 18.225681, -70.450142 18.226654))",2011-03-31 14:56:11.490,2019-12-26 15:02:49.962,,116
245,110811,0,"POLYGON ((-70.50540700000001 19.316979, -70.505391 19.317349, -70.505475 19.317341, -70.505562 19.317317, -70.505619 19.316978, -70.505657 19.316944, -70.506057 19.316992, -70.506361 19.316894, -70.50644699999999 19.316728, -70.50631799999999 19.316662, -70.505972 19.316544, -70.505482 19.316535, -70.50540700000001 19.316979))",2011-01-17 15:02:04.340,2019-12-01 15:08:41.065,2019-12-10 15:02:53.413,237
246,116621,0,"POLYGON ((-70.49052 19.290621, -70.49103100000001 19.291072, -70.491709 19.290834, -70.491575 19.290432, -70.492076 19.290316, -70.49230799999999 19.290265, -70.49232000000001 19.289805, -70.491786 19.289717, -70.490219 19.290386, -70.49052 19.290621))",2011-01-17 15:02:04.340,2014-12-12 15:02:39.590,2014-12-19 15:08:29.470,67
246,116621,0,"POLYGON ((-70.49052 19.290621, -70.49103100000001 19.291072, -70.491709 19.290834, -70.491575 19.290432, -70.492076 19.290316, -70.49230799999999 19.290265, -70.49232000000001 19.289805, -70.491786 19.289717, -70.490219 19.290386, -70.49052 19.290621))",2015-02-05 15:08:17.230,2019-12-10 15:02:53.413,2019-12-17 15:08:39.158,165
247,136411,0,"POLYGON ((-70.416529 18.81327, -70.416563 18.813465, -70.416659 18.813641, -70.41680700000001 18.81378, -70.41699300000001 18.813868, -70.417198 18.813897, -70.41740299999999 18.813865, -70.41758799999999 18.813774, -70.417733 18.813633, -70.41782600000001 18.813456, -70.417857 18.81326, -70.417823 18.813065, -70.417727 18.812889, -70.417579 18.81275, -70.417393 18.812662, -70.417188 18.812633, -70.416983 18.812665, -70.416798 18.812756, -70.416653 18.812897, -70.41656 18.813074, -70.416529 18.81327))",2011-01-01 15:01:56.470,2019-12-26 15:02:49.962,,299
248,141311,0,"POLYGON ((-70.667918 19.229821, -70.667857 19.230271, -70.668143 19.230062, -70.668626 19.229923, -70.669217 19.229742, -70.669247 19.22998, -70.66864200000001 19.230497, -70.669393 19.230474, -70.67009299999999 19.230344, -70.670079 19.230029, -70.67005399999999 19.229688, -70.66961499999999 19.22932, -70.66915400000001 19.229453, -70.66886599999999 19.229456, -70.668556 19.229428, -70.667839 19.2296, -70.667918 19.229821))",2011-01-01 15:01:56.470,2019-12-01 15:09:04.969,2019-12-17 15:09:03.062,153
249,154411,0,"POLYGON ((-70.603148 19.299611, -70.603486 19.299486, -70.60355300000001 19.299267, -70.603443 19.299164, -70.603746 19.299004, -70.603494 19.298864, -70.603131 19.299012, -70.60295000000001 19.298889, -70.60253899999999 19.29911, -70.603148 19.299611))",2011-01-01 15:01:56.470,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,122
250,165711,0,"POLYGON ((-70.418824 19.450851, -70.418858 19.451046, -70.418955 19.451221, -70.41910300000001 19.45136, -70.41929 19.451449, -70.419496 19.451478, -70.419702 19.451445, -70.419887 19.451354, -70.420033 19.451213, -70.42012699999999 19.451036, -70.420157 19.45084, -70.420123 19.450645, -70.420027 19.450469, -70.419878 19.450331, -70.419692 19.450242, -70.41948499999999 19.450213, -70.41928 19.450246, -70.419094 19.450337, -70.418948 19.450478, -70.41885499999999 19.450655, -70.418824 19.450851))",2011-02-02 15:01:45.730,2019-12-26 15:02:49.962,,316
251,208211,0,"POLYGON ((-71.039638 19.680667, -71.039681 19.681902, -71.040237 19.681838, -71.040233 19.68065, -71.040218 19.679891, -71.040633 19.678243, -71.039948 19.678211, -71.039867 19.678656, -71.040125 19.678708, -71.039687 19.680171, -71.039638 19.680667))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,129
252,215311,0,"POLYGON ((-71.033 19.679868, -71.033036 19.680063, -71.03313300000001 19.680238, -71.033282 19.680377, -71.033469 19.680464, -71.033676 19.680493, -71.03388200000001 19.68046, -71.03406699999999 19.680368, -71.03421299999999 19.680226, -71.034305 19.680049, -71.034335 19.679853, -71.0343 19.679658, -71.03420300000001 19.679483, -71.034054 19.679345, -71.033867 19.679257, -71.03366 19.679228, -71.03345400000001 19.679262, -71.033269 19.679354, -71.033123 19.679495, -71.03303099999999 19.679672, -71.033 19.679868))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,125
253,215411,0,"POLYGON ((-71.005319 19.634853, -71.005354 19.635048, -71.00545099999999 19.635223, -71.0056 19.635361, -71.005787 19.635449, -71.005994 19.635478, -71.00620000000001 19.635444, -71.00638499999999 19.635353, -71.00653 19.635211, -71.006623 19.635034, -71.006653 19.634838, -71.006618 19.634643, -71.00652100000001 19.634468, -71.006372 19.63433, -71.006185 19.634242, -71.005978 19.634213, -71.00577199999999 19.634246, -71.00558700000001 19.634338, -71.005442 19.63448, -71.005349 19.634657, -71.005319 19.634853))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,127
254,216311,0,"POLYGON ((-71.035386 19.684879, -71.035421 19.685074, -71.035518 19.685249, -71.035668 19.685387, -71.035855 19.685475, -71.036061 19.685503, -71.036267 19.68547, -71.036452 19.685378, -71.036598 19.685236, -71.036691 19.685059, -71.036721 19.684863, -71.036686 19.684668, -71.03658900000001 19.684493, -71.036439 19.684355, -71.036252 19.684267, -71.036046 19.684239, -71.03583999999999 19.684272, -71.03565500000001 19.684364, -71.035509 19.684506, -71.035416 19.684683, -71.035386 19.684879))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,95
255,216312,0,"POLYGON ((-71.037668 19.686413, -71.03770299999999 19.686608, -71.0378 19.686783, -71.03795 19.686921, -71.03813700000001 19.687009, -71.038344 19.687038, -71.03855 19.687004, -71.03873400000001 19.686912, -71.03888000000001 19.686771, -71.038973 19.686594, -71.03900299999999 19.686398, -71.038968 19.686203, -71.038871 19.686028, -71.03872200000001 19.68589, -71.038534 19.685802, -71.03832800000001 19.685773, -71.038122 19.685807, -71.037937 19.685898, -71.037791 19.68604, -71.03769800000001 19.686217, -71.037668 19.686413))",2011-04-23 15:01:57.950,2019-12-17 15:08:39.158,,120
256,216411,0,"POLYGON ((-71.037007 19.683417, -71.037042 19.683612, -71.037139 19.683787, -71.037288 19.683925, -71.037475 19.684013, -71.037682 19.684042, -71.037888 19.684008, -71.038073 19.683916, -71.038219 19.683775, -71.03831099999999 19.683598, -71.038341 19.683402, -71.03830600000001 19.683207, -71.03820899999999 19.683032, -71.03806 19.682894, -71.037873 19.682806, -71.037666 19.682777, -71.03746 19.682811, -71.03727499999999 19.682902, -71.03712899999999 19.683044, -71.037037 19.683221, -71.037007 19.683417))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,129
257,216811,0,"POLYGON ((-71.030401 19.681694, -71.030692 19.68183, -71.031773 19.681922, -71.031817 19.681526, -71.031982 19.680354, -71.031412 19.680148, -71.031204 19.68042, -71.031019 19.680512, -71.03072 19.680606, -71.030106 19.681227, -71.030401 19.681694))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,128
258,225611,0,"POLYGON ((-71.383396 19.483822, -71.383431 19.484017, -71.383528 19.484192, -71.383678 19.48433, -71.383865 19.484417, -71.38407100000001 19.484445, -71.384277 19.484411, -71.384461 19.484319, -71.384607 19.484177, -71.384699 19.484, -71.384728 19.483804, -71.384693 19.483609, -71.384596 19.483434, -71.384446 19.483296, -71.384259 19.483209, -71.38405299999999 19.483181, -71.383847 19.483215, -71.383663 19.483307, -71.383517 19.483449, -71.383425 19.483626, -71.383396 19.483822))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,155
259,226511,0,"POLYGON ((-71.40342699999999 19.548927, -71.403651 19.549332, -71.403852 19.549313, -71.40424899999999 19.549262, -71.404264 19.549163, -71.40459199999999 19.548344, -71.403746 19.54795, -71.403561 19.548042, -71.40341600000001 19.548184, -71.40342699999999 19.548927))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,138
260,236211,0,"POLYGON ((-71.67856399999999 19.671591, -71.6786 19.671786, -71.678698 19.671961, -71.678848 19.672098, -71.679035 19.672185, -71.679242 19.672213, -71.67944799999999 19.672179, -71.679632 19.672087, -71.679777 19.671945, -71.679869 19.671767, -71.67989900000001 19.671571, -71.679863 19.671376, -71.679765 19.671202, -71.679615 19.671064, -71.679428 19.670977, -71.679221 19.670949, -71.67901500000001 19.670983, -71.678831 19.671076, -71.678686 19.671218, -71.678594 19.671395, -71.67856399999999 19.671591))",2011-01-17 15:01:40.430,2013-04-28 15:04:16.620,2013-05-14 15:04:38.300,24
260,236211,0,"POLYGON ((-71.67856399999999 19.671591, -71.6786 19.671786, -71.678698 19.671961, -71.678848 19.672098, -71.679035 19.672185, -71.679242 19.672213, -71.67944799999999 19.672179, -71.679632 19.672087, -71.679777 19.671945, -71.679869 19.671767, -71.67989900000001 19.671571, -71.679863 19.671376, -71.679765 19.671202, -71.679615 19.671064, -71.679428 19.670977, -71.679221 19.670949, -71.67901500000001 19.670983, -71.678831 19.671076, -71.678686 19.671218, -71.678594 19.671395, -71.67856399999999 19.671591))",2013-06-23 15:10:17.300,2019-12-17 15:08:39.158,,105
261,238022,0,"POLYGON ((-71.446654 19.529297, -71.44668900000001 19.529492, -71.446786 19.529667, -71.44693599999999 19.529805, -71.447123 19.529892, -71.44732999999999 19.52992, -71.447535 19.529886, -71.44772 19.529794, -71.44786499999999 19.529652, -71.447957 19.529475, -71.447987 19.529279, -71.447951 19.529084, -71.44785400000001 19.528909, -71.447704 19.528771, -71.447517 19.528684, -71.447311 19.528656, -71.44710499999999 19.52869, -71.446921 19.528782, -71.446775 19.528924, -71.44668299999999 19.529101, -71.446654 19.529297))",2011-01-01 15:01:32.560,2014-02-02 15:09:24.650,2014-02-18 15:09:11.000,54
