,ID,cultivo_x,cultivo_y,superf_par,area,correccion,corregido,corregido2,patca,temporary_,temporary_crop,trends,geometry
294,263011,pasto,pasto,8.1743994,17361.029,"Punto sobre la vía, mover hacía la mitad de la parcela",Se movió hacia abajo,ok,0,0,0,trend,"POLYGON ((-71.45404988684474 19.52962738457567, -71.45435889535692 19.52808389460289, -71.45529617694312 19.52845856521176, -71.45547532023532 19.52877638580284, -71.45486841850651 19.52971440677501, -71.45404988684474 19.52962738457567))"
295,263012,pasto,pasto,15.719998,15129.122,"Punto sobre la vía, mover hacía la mitad del cultivo","Se movió hacia la izquierda, zona de influencia contiene arbustos","ok, arbol",0,0,0,trend,"POLYGON ((-71.45500099879398 19.5318880112225, -71.45503067251271 19.53169226365626, -71.45512269446394 19.53151479039925, -71.45526805673799 19.53137296370129, -71.45545253023009 19.53128066644216, -71.45565805749668 19.53124693321889, -71.45586452030294 19.53127506601538, -71.45605170885702 19.5313623110037, -71.45620129999898 19.53150012810562, -71.45629865073818 19.53167502692857, -71.45633423159887 19.53186988725892, -71.45630455947247 19.53206563486892, -71.45621253864726 19.53224310861244, -71.45606717660286 19.53238493605384, -71.45588270235629 19.53247723402936, -71.4556771736393 19.53251096766834, -71.45547070924073 19.53248283482809, -71.45528351956062 19.53239558935325, -71.45513392818903 19.5322577715079, -71.45503657820429 19.53208287196855, -71.45500099879398 19.5318880112225))"
296,263015,pasto,pasto,24.334557,15129.134,Mover punto y revisar área,Se movió hacia arriba y derecha,"ok, arboles",0,0,0,trend,"POLYGON ((-71.4525880496532 19.53134331300735, -71.45261772631115 19.5311475655224, -71.4527097508135 19.5309700932335, -71.45285511500089 19.53082826829567, -71.45303958958129 19.53073597341639, -71.45324511700461 19.53070224295977, -71.45345157902072 19.5307303786389, -71.45363876591507 19.53081762634373, -71.45378835469018 19.53095544573011, -71.45388570258707 19.53113034618184, -71.45392128040817 19.53132520732587, -71.45389160534242 19.53152095485476, -71.4537995819659 19.53169842763028, -71.45365421800791 19.53184025331153, -71.45346974267288 19.53193254890707, -71.45326421379913 19.53196627977921, -71.45305775019082 19.53193814405613, -71.45287056217066 19.5318508958647, -71.45272097316614 19.53171307573491, -71.45262362602386 19.5315381745669, -71.4525880496532 19.53134331300735))"
297,263111,pasto,pasto,1.7606398,9214.167,"Punto sobre la vía, mover hacía abajo",Se movió hacia abajo,ok,0,0,0,trend,"POLYGON ((-71.45337384554105 19.52978666809954, -71.45350031712357 19.52842128163036, -71.45421550660399 19.52852004159033, -71.45397465199319 19.5295919913323, -71.45337384554105 19.52978666809954))"
298,263412,pasto,pasto,5.8478394,15128.853,"Punto sobre copa de árbol, revisar área","Se movió hacia la izquierda, zona de influencia contiene arbustos",ok,0,0,0,trend,"POLYGON ((-71.46760554937373 19.52647921888274, -71.46763520743382 19.52628347089974, -71.46772721246717 19.52610599295325, -71.46787255822011 19.52596415775225, -71.46805701720486 19.52587184900888, -71.46826253339778 19.52583810244431, -71.46846898964785 19.52586622134821, -71.468656176805 19.52595345325245, -71.46880577184608 19.52609125935942, -71.46890313139899 19.52626615035278, -71.46893872512535 19.52646100678538, -71.46890906865737 19.52665675481112, -71.46881706475061 19.52683423324332, -71.46867171922847 19.52697606918749, -71.46848725949053 19.52706837864761, -71.46828174184814 19.52710212562877, -71.46807528400596 19.52707400668212, -71.4678880957222 19.52698677429218, -71.46773850045032 19.52684896744204, -71.46764114165062 19.52667407573191, -71.46760554937373 19.52647921888274))"
299,263411,pasto,pasto,25.151997,15129.021,"Punto sobre arbusto, mover hacía la derecha y centrar",Se movió hacia la derecha y abajo,ok,0,0,0,trend,"POLYGON ((-71.45839266722901 19.51688579786676, -71.45842233623164 19.5166900501906, -71.45851434773969 19.51651257626411, -71.45865969486587 19.51637074840271, -71.45884414998812 19.51627844960018, -71.45904965746089 19.51624471460466, -71.45925610098671 19.51627284557354, -71.45944327266085 19.51636008885772, -71.45959285097558 19.51649790454568, -71.45969019419597 19.51667280238319, -71.45972577358235 19.51686766225302, -71.4596961061707 19.51706340997251, -71.45960409578797 19.51724088438486, -71.45945874889168 19.51738271298906, -71.45927429301604 19.51747501250764, -71.45906878409437 19.51750874791889, -71.45886233897758 19.5174806169067, -71.4586751661781 19.51739337313666, -71.45852558763347 19.51725555670588, -71.45842824516649 19.51708065815235, -71.45839266722901 19.51688579786676))"
300,263511,pasto,pasto,8.1743994,15128.348,"Punto sobre arbusto, mover hacía abajo",Se movió hacia abajo,ok,0,0,0,trend,"POLYGON ((-71.49049849977543 19.51144953200578, -71.49052812923475 19.51125378329617, -71.49062010130149 19.51107629709606, -71.49076541294879 19.51093444692258, -71.49094984002717 19.51084211795358, -71.49115532963579 19.51080834788998, -71.4913617672256 19.5108364423215, -71.49154894547297 19.51092365117524, -71.49169854222706 19.51106143790972, -71.49179591394832 19.51123631510482, -71.49183152910767 19.51143116466411, -71.49180190123958 19.51162691341453, -71.4917099303002 19.51180440009874, -71.49156461888573 19.51194625101469, -71.49138019105678 19.51203858070095, -71.49117470000084 19.51207235118262, -71.4909682608198 19.5120442567103, -71.49078108144508 19.51195704737247, -71.49063148445813 19.5118192598955, -71.49053411348747 19.51164438198314, -71.49049849977543 19.51144953200578))"
301,263613,pasto,pasto,1.8863997,11761.545,"Punto sobre vía, mover hacía arriba",Se movió hacia arriba e izquierda,ok,0,0,0,trend,"POLYGON ((-71.44822730266459 19.52896580877707, -71.44795574165634 19.52852267886098, -71.44849522604648 19.52853086470337, -71.44951902365342 19.52850149072098, -71.44937087528116 19.52915434282481, -71.44877770180121 19.52956012166659, -71.44822730266459 19.52896580877707))"
302,263612,pasto,pasto,5.7849593,13973.492,"Punto sobre la copa de un árbol, mover y revisar el área","Se movió hacia la derecha y abajo, zona de influencia contiene arboles",ok,0,0,0,trend,"POLYGON ((-71.43923593961451 19.5310563528009, -71.43877683194954 19.53095924217349, -71.43878006584434 19.53008623640789, -71.43908407590311 19.53037656317442, -71.43966573322913 19.53065280910857, -71.44010764539273 19.53069332979338, -71.44054240303342 19.5306203061077, -71.44058588924979 19.53097320963087, -71.44044051303311 19.53111502585669, -71.44025602933132 19.5312073086744, -71.43980374142738 19.53149807959216, -71.43948540375625 19.53134224966697, -71.43923593961451 19.5310563528009))"
303,263621,pasto,pasto,18.863998000000002,15128.169,"Revisar área, centrar punto","Se movió hacia la derecha y arriba, zona de influencia contiene arboles","ok, arbustos",0,0,0,trend,"POLYGON ((-71.49987510664687 19.47106192720615, -71.4999047232434 19.47086617823207, -71.49999666706009 19.4706886902028, -71.50014193783572 19.47054683681477, -71.50032631542143 19.47045450356073, -71.5005317517607 19.47042072856119, -71.50073813751828 19.47044881788901, -71.50092527044374 19.47053602197071, -71.50107483282238 19.47067380473168, -71.50117218447969 19.4708486791405, -71.50120779585095 19.47104352737337, -71.50117818084203 19.47123927638706, -71.50108623815085 19.47141676489863, -71.50094096760874 19.47155861902744, -71.50075658927534 19.47165095299778, -71.50055115149277 19.47168472841554, -71.50034476414757 19.4716566390481, -71.50015763009658 19.47156943448409, -71.50000806748443 19.47143165098235, -71.49991071657483 19.47125677585723, -71.49987510664687 19.47106192720615))"
304,263611,pasto,pasto,15.719998,15127.812,"Punto sobre vía, mover hacía la derecha",Se movió hacia la derecha,ok,0,0,0,trend,"POLYGON ((-71.51760704483736 19.55087985555686, -71.51763664237863 19.55068410599158, -71.51772860012879 19.55050660748327, -71.51787391646175 19.55036473475389, -71.5180583667689 19.55027237518899, -71.51826389587569 19.55023856948405, -71.51847038536708 19.55026662671729, -71.51865762283958 19.55035380045679, -71.51880728034558 19.55049155759827, -71.51890470839912 19.55066641361862, -71.51894036995692 19.5508612524945, -71.51891077401127 19.55105700209896, -71.51881881739288 19.55123450109131, -71.51867350129552 19.55137637456471, -71.51848905023776 19.5514687348494, -71.51828351968092 19.55150254097496, -71.51807702859391 19.55147448370255, -71.51788978998965 19.55138730947901, -71.51774013224808 19.55124955159351, -71.5176427049451 19.55107469485337, -71.51760704483736 19.55087985555686))"
305,263721,pasto,pasto,1.0060799,14819.169,Mover hacía arriba,Se movió hacia arriba,ok,0,0,0,trend,"POLYGON ((-71.46747621472811 19.50341197353221, -71.46570099872574 19.50309010266948, -71.46589216717145 19.50240566528774, -71.46767290007169 19.50273262507972, -71.46747621472811 19.50341197353221))"
307,265511,pasto,pasto,5.030399299999999,15132.342,Revisar tipo de cultivo,Se movió hacia la izquierda,ok,0,0,0,trend,"POLYGON ((-71.28858890913162 19.46096862528534, -71.28861878343263 19.46077288404919, -71.28871096579954 19.4605954794596, -71.28885643262242 19.46045377704386, -71.2890409445648 19.46036164751652, -71.28924644042063 19.46032810905723, -71.28945280502963 19.46035644458693, -71.28963983821066 19.46044388043445, -71.28978923201045 19.46058185783976, -71.28988636275334 19.46075687071833, -71.289921722497 19.4609517876906, -71.28989184977752 19.46114752898241, -71.28979966852015 19.4613249340644, -71.28965420191102 19.46146663722116, -71.28946968920499 19.46155876745513, -71.28926419189978 19.46159230631674, -71.28905782570928 19.46156397073138, -71.28887079141869 19.46147653439148, -71.28872139740513 19.46133855624513, -71.28862426742589 19.46116354265993, -71.28858890913162 19.46096862528534))"
308,268611,pasto,pasto,5.030399299999999,15131.477,"Punto sobre la vía, mover hacía izquierda o derecha",Se movió hacia la izquierda y arriba,ok,0,0,0,trend,"POLYGON ((-71.33256631792015 19.46388110962975, -71.3325961386755 19.46368536656628, -71.3326882718724 19.46350794438559, -71.33283369871357 19.46336621033727, -71.33301818377561 19.46327403823224, -71.33322366848326 19.46324045041766, -71.33343003876733 19.46326873464526, -71.33361709389136 19.4633561222652, -71.33376652375462 19.46349405923799, -71.33386370115188 19.46366904343694, -71.33389911357446 19.46386394629013, -71.33386929440199 19.46405968940594, -71.33377716231801 19.46423711207693, -71.33363173569474 19.46437884686627, -71.33344724987232 19.46447101967999, -71.33324176371647 19.4645046079002, -71.33303539184953 19.46447632362027, -71.33284833561257 19.46438893551002, -71.33269890553142 19.4642509977962, -71.33260172889453 19.46407601288857, -71.33256631792015 19.46388110962975))"
309,268812,pasto,pasto,8.8031988,15131.907,"Punto cercano a la vía, mover hacia la derecha",Se movió hacia la derecha y arriba,ok,0,0,0,trend,"POLYGON ((-71.31124960341864 19.45916260768856, -71.31127944998018 19.45896686549333, -71.31137160555933 19.45878945195971, -71.31151704916812 19.4586477334907, -71.31170154374207 19.45855558237224, -71.3119070297751 19.45852201889736, -71.31211339306824 19.45855032843543, -71.31230043356929 19.45863773985931, -71.3124498426086 19.45877569679955, -71.31254699501909 19.45895069517486, -71.31258238073771 19.45914560502548, -71.31255253575809 19.45934134727462, -71.31246038129002 19.45951876129946, -71.31231493789711 19.45966048050935, -71.31213044256137 19.45975263233539, -71.31192495507989 19.45978619621426, -71.31171859020482 19.45975788662227, -71.3115315485927 19.45967047470718, -71.31138213933751 19.45953251702606, -71.31128498768881 19.45935751794318, -71.31124960341864 19.45916260768856))"
310,269511,pasto,pasto,88.03199000000001,15129.923,"Punto sobre copa de árbol, mover y revisar el área",Se movió hacia la derecha la zona de influencia contiene arboles,"ok, arboles",0,0,0,trend,"POLYGON ((-71.41066679404959 19.43835764249414, -71.410696518414 19.43816189646233, -71.41078855075439 19.43798444459392, -71.41093388214534 19.43784265704517, -71.41111828650583 19.43775041286417, -71.41132371315912 19.43771674145307, -71.41153005371812 19.43774493874578, -71.41171711035599 19.43783224460138, -71.41186657282437 19.43797011298339, -71.41196381072749 19.43814504847905, -71.41199930563492 19.43833992728425, -71.41196958285285 19.43853567336211, -71.4118775516295 19.43871312571617, -71.41173222046359 19.43885491400464, -71.4115478153502 19.43894715889688, -71.41134238725364 19.4389808307191, -71.41113604511229 19.43895263338033, -71.41094898735739 19.43886532703909, -71.41079952466396 19.43872745791737, -71.41070228751376 19.43855252171044, -71.41066679404959 19.43835764249414))"
311,270311,pasto,pasto,7.105439200000001,15127.724,"Punto sobre la vía, mover hacía la derecha o izquierda, revisar área",Se movió hacia abajo y derecha,ok,0,0,0,trend,"POLYGON ((-71.52227886357295 19.53705735793786, -71.52230845491913 19.536861608244, -71.52240040129017 19.5366841085499, -71.522545702174 19.53654223369365, -71.52273013447423 19.53644987126909, -71.52293564477876 19.5364160622517, -71.52314211651284 19.53644411604386, -71.52332933901104 19.53653128655044, -71.52347898579147 19.53666904098355, -71.52357640841811 19.53684389508507, -71.52361207037904 19.53703873301947, -71.52358248062731 19.53723448275199, -71.52349053538751 19.53741198292945, -71.52334523473961 19.53755385852913, -71.52316080168991 19.53764622167321, -71.52295528993676 19.5376800311114, -71.52274881660824 19.53765197728057, -71.5225615929788 19.53756480629063, -71.52241194596245 19.53742705111409, -71.52231452408527 19.53725219629305, -71.52227886357295 19.53705735793786))"
312,270521,pasto,pasto,4.5273595,15127.365,"Punto cerca a árboles, mover hace el pasto y revisar área","Se movió hacia la derecha, donde habia pasto despejado",ok,0,0,0,trend,"POLYGON ((-71.53812065984997 19.50386599741406, -71.5381502306965 19.50367024729063, -71.53824214445369 19.50349274298301, -71.53838740380205 19.50335085978115, -71.53857178971079 19.50325848609603, -71.53877725330847 19.50322466400542, -71.53898368259188 19.50325270419134, -71.53917087105053 19.50333986189028, -71.53932049553441 19.5034776055678, -71.53941790979026 19.50365245201838, -71.53945357812599 19.50384728615539, -71.53942400887111 19.50404303631588, -71.53933209624422 19.50422054110501, -71.53918683713312 19.50436242504887, -71.53900245047792 19.50445479945309, -71.5387969854352 19.5044886219652, -71.53859055456014 19.50446058174222, -71.53840336497117 19.50437342356178, -71.53825374025004 19.50423567914227, -71.53815632674063 19.50406083197258, -71.53812065984997 19.50386599741406))"
313,270712,pasto,pasto,4.7159996,18125.275,Punto sobre copa de árbol,"Se movió hacia arriba, la xona de influencia contiene arboles",ok,0,0,0,trend,"POLYGON ((-71.55153642902711 19.50745802610098, -71.55163842443186 19.50680414022883, -71.55173032393388 19.5066266305741, -71.55195215819965 19.50618154000289, -71.5526632207026 19.50567565269597, -71.55282935044048 19.50584892156549, -71.5526292203083 19.50628561654778, -71.55296018421382 19.50654953044916, -71.55254368021886 19.50708225215629, -71.55255130078827 19.507567665634, -71.55153642902711 19.50745802610098))"
314,270711,pasto,pasto,19.618557,15127.129,"Punto sobre edificación, contiene al cultivo 2707 parcela 11, su ubicación es muy parecida",Se movió hacia abajo,ok,0,0,0,trend,"POLYGON ((-71.55041212141251 19.50462334079623, -71.55044167721879 19.50442759032808, -71.55053357708651 19.50425008124443, -71.55067882505566 19.50410818930284, -71.55086320320916 19.50401580376978, -71.55106866343461 19.50398196788272, -71.55127509405881 19.50400999367402, -71.55146228844008 19.50409713778909, -71.55161192284881 19.50423487002308, -71.55170935006039 19.50440970829068, -71.55174503311464 19.50460453830632, -71.55171547890041 19.50480028881059, -71.55162358016395 19.50497779837515, -71.55147833243319 19.50511969105874, -71.55129395353414 19.50521207731146, -71.55108849186401 19.50524591362096, -71.55088205964779 19.50521788779353, -71.55069486413525 19.50513074319754, -71.55054522948812 19.50499301022156, -71.55044780302207 19.50481817123429, -71.55041212141251 19.50462334079623))"
315,270811,pasto,pasto,3.7727995,8262.288,Punto cercano a edificación,"Se movió hacia abajo, zona de influencia tiene arboles",ok,0,0,0,trend,"POLYGON ((-71.45265660121952 19.53017329147908, -71.45203166446369 19.52991833848886, -71.45171323238117 19.52939578758084, -71.451856958061 19.5291484370244, -71.45204143153722 19.52905614329528, -71.45221527979274 19.52908937962884, -71.45239853948866 19.52931933582431, -71.45268949167142 19.52946518312593, -71.45267720648994 19.52973395148375, -71.45286972356227 19.52985530767717, -71.45265660121952 19.53017329147908))"
316,271111,pasto,pasto,7.545599,15127.275,"Mover, misma ubicación del punto con cuets ide 277 y parcela 12",Se movió hacia abajo,ok,0,0,0,trend,"POLYGON ((-71.54335581939625 19.52825639230471, -71.54338538459058 19.52806064200917, -71.54347730276807 19.52788313455896, -71.54362257617625 19.52774124555163, -71.54380698440798 19.52764886396627, -71.54401247640683 19.52761503265386, -71.54421893738977 19.52764306319897, -71.54440615774369 19.52773021178181, -71.54455581119673 19.52786794776035, -71.54465324866 19.52804278868287, -71.54468893216955 19.52823762000399, -71.54465936856933 19.52843337033649, -71.54456745152407 19.52861087826873, -71.54442217835374 19.52875276801905, -71.54423776937466 19.52884515032456, -71.54403227592871 19.52887898205922, -71.54382581335166 19.52885095147715, -71.54363859186553 19.52876380241228, -71.54348893817463 19.52862606569075, -71.54339150145871 19.52845122404807, -71.54335581939625 19.52825639230471))"
317,271112,pasto,pasto,14.022238,15127.283,ok,Se movió hacia arriba,ok,0,0,0,trend,"POLYGON ((-71.54324956488715 19.53108307040014, -71.54327913030075 19.53088732010479, -71.54337104981643 19.53070981256563, -71.5435163255507 19.53056792338889, -71.54370073686873 19.53047554157024, -71.54390623241198 19.53044170998345, -71.54411269705054 19.53046974023998, -71.54429992081347 19.53055688854827, -71.54444957709524 19.53069462429319, -71.54454701653007 19.5308694650459, -71.54458270096103 19.53106429627766, -71.54455313714179 19.53126004661, -71.5444612187585 19.53143755463129, -71.54431594326209 19.53157944455114, -71.54413153119657 19.53167182709004, -71.54392603420592 19.5317056590991, -71.54371956797301 19.53167762880559, -71.5435323430777 19.53159048001516, -71.54338268655806 19.53145274352713, -71.54328524787073 19.53127790205416, -71.54324956488715 19.53108307040014))"
318,271211,pasto,pasto,16.600317,21233.14,Centrar,Se movió hacia la derecha,ok,0,0,0,trend,"POLYGON ((-71.57339341505637 19.49995759849147, -71.57431720920536 19.49913354005274, -71.57491240937104 19.49922898429601, -71.57511883452712 19.49925698307518, -71.57530603278146 19.499344101696, -71.57545568002556 19.49948181244897, -71.57555931222079 19.50004720875974, -71.57551566908114 19.50052137321108, -71.57339341505637 19.49995759849147))"
319,276811,pasto,pasto,5.030399299999999,15127.207,Punto sobre la vía mover hacía la izquierda,Se movió hacia la izquierda dentro del área de influencia hay arboles,"ok, arboles",0,0,0,trend,"POLYGON ((-71.5452827756161 19.50878430549418, -71.54531233783825 19.50858855516418, -71.5454042454234 19.50841104786639, -71.5455495016561 19.50826915918351, -71.54573388781043 19.50817677806301, -71.54593935499089 19.50814294731041, -71.54614579084357 19.50817097845555, -71.54633298821504 19.50825812761981, -71.54648262308298 19.50839586410416, -71.54658004817772 19.50857070540726, -71.54661572674624 19.50876553694637, -71.54658616611638 19.50896128731295, -71.54649425966237 19.50913879509203, -71.54634900366763 19.5092806845171, -71.54616461676714 19.50937306635718, -71.54595914814143 19.50940689753188, -71.54575271069646 19.50937886635018, -71.54556551219383 19.50929171670461, -71.54541587708796 19.50915397947808, -71.54531845273938 19.5089791374554, -71.5452827756161 19.50878430549418))"
320,276812,pasto,pasto,6.036479,11356.852,ok,Se movió hacia la derecha dentro del área de influencia hay arboles,ok,0,0,0,trend,"POLYGON ((-71.5438849177083 19.50910407914629, -71.54382178118351 19.5089012865732, -71.54436024898543 19.50919552868994, -71.54497075886199 19.50922309260772, -71.54500370158731 19.50945153655053, -71.54506114930729 19.51012571980797, -71.54438339479944 19.51032636909334, -71.5438849177083 19.50910407914629))"
321,276911,pasto,pasto,12.827518,13009.256,"Punto sobre la copa, revisar área",Se movió hacia arriba y derecha,ok,0,0,0,trend,"POLYGON ((-71.50280437410667 19.52869618707017, -71.50375419912427 19.52775844478971, -71.50448625805303 19.52824416310592, -71.50362815460866 19.5291238201383, -71.50280437410667 19.52869618707017))"
322,277111,pasto,pasto,18.612478,15127.007,"Punto sobre la vía , mover hacía la izquierda",Se movió hacia la izquierda y abajo,ok,0,0,0,trend,"POLYGON ((-71.55686661211075 19.56056868948194, -71.55689616171628 19.56037293877474, -71.55698807812792 19.56019542461213, -71.55713336376562 19.56005352324862, -71.55731779702495 19.55996112487266, -71.5575233243997 19.55992727397852, -71.55772982764435 19.55995528406742, -71.55791709300939 19.56004241332183, -71.55806678981739 19.56018013299179, -71.55816426473578 19.56035496222217, -71.55819997613416 19.56054978761231, -71.55817042812615 19.56074553835581, -71.55807851284973 19.56092305300084, -71.55793322745131 19.56106495510863, -71.55774879344396 19.56115735420644, -71.55754326461958 19.56119120552427, -71.55733675977743 19.56116319539908, -71.55714949327719 19.56107606566224, -71.5569997962299 19.560938345248, -71.55690232205953 19.56076351529578, -71.55686661211075 19.56056868948194))"
323,277211,pasto,pasto,4.4015994,15323.226,"Punto sobre la vía, comprende el lado izquierdo y derecho",Se movió hacia la izquierda y hacia abajo,ok,0,0,0,trend,"POLYGON ((-71.53811232525696 19.55974095845908, -71.53831588999974 19.55916992943091, -71.53880952184385 19.55902869049976, -71.54002722702263 19.55954356047811, -71.5398626108794 19.56016569390654, -71.53811232525696 19.55974095845908))"
324,277311,pasto,pasto,10.500958,15128.057,"Punto sobre la vía, mover hacía abajo",Se movió hacia abajo e izquierda,"ok, arboles",0,0,0,trend,"POLYGON ((-71.5049732912492 19.4739007012727, -71.50500290170568 19.47370495214265, -71.50509484086427 19.47352746201167, -71.50524010891964 19.47338560478193, -71.50542448598908 19.47329326632222, -71.50562992406665 19.47325948526256, -71.50583631364691 19.47328756826897, -71.50602345210531 19.4733747663867, -71.5061730211856 19.47351254412492, -71.50627038005736 19.47368741494389, -71.50630599844972 19.47388226137122, -71.50627638958123 19.47407801054052, -71.50618445154869 19.47425550115365, -71.50603918372737 19.47439735912428, -71.50585480591046 19.47448969830061, -71.50564936638951 19.4745234797789, -71.50544297522123 19.47449539673322, -71.50525583563677 19.47440819813334, -71.50510626632247 19.47427041965424, -71.50500890819816 19.47409554811866, -71.5049732912492 19.4739007012727))"
325,277411,pasto,pasto,1.3833598,15686.25,"Punto sobre la vía, mover hacía arriba","Se movió hacia arriba, zona de influencia contiene arboles","ok, arboles",0,0,0,trend,"POLYGON ((-71.50381162574197 19.47723859627386, -71.50384123773127 19.47704284717646, -71.50386426695897 19.47663094756446, -71.50435153874569 19.47644342393584, -71.50428678831086 19.47683688090181, -71.50449306364733 19.47679270560256, -71.50467064972339 19.47629954750412, -71.5052780627136 19.47648742504532, -71.50510874317087 19.47702531522161, -71.50487753864441 19.47773525877106, -71.50384724255211 19.4774334433571, -71.50381162574197 19.47723859627386))"
326,291413,pasto,pasto,9.1175985,37665.915,"Punto sobre la vía, cultivo hacia la derecha e izquierda",Se movió hacia arriba e izquierda,"ok, arboles",0,0,0,trend,"POLYGON ((-71.47895688042689 19.44280049488555, -71.47979570439568 19.44210203117511, -71.47901309099552 19.44148255570543, -71.48014600830312 19.44114681202589, -71.48095950827077 19.44129064577483, -71.4809143598392 19.44154436656039, -71.48110937298902 19.44183612460653, -71.48145461877824 19.44198119635228, -71.48165460618557 19.4422418933834, -71.48017654011113 19.44315572413562, -71.47976698490184 19.44307867939227, -71.47935379070546 19.44312048704073, -71.47895688042689 19.44280049488555))"
327,291414,pasto,pasto,13.393438,27089.644,"Punto sobre la vía, mover hacía la derecha o izquierda",Se movió hacia arriba e izquierda,ok,0,0,0,trend,"POLYGON ((-71.48039920996666 19.45252098938685, -71.4801729926013 19.45201651156669, -71.48056901812151 19.45189396016401, -71.48203185254687 19.45290209579364, -71.48169601483741 19.45382422968986, -71.48176029110466 19.45444154715289, -71.48154865739568 19.45450951834081, -71.48094194206935 19.45386058240253, -71.48053210803123 19.45289073471053, -71.48043479028132 19.4527158452518, -71.48039920996666 19.45252098938685))"
328,291412,pasto,pasto,1.6977597,15066.461,"Punto sobre la vía, mover hacía la izquierda","Se movió hacia la izquierda y abajo, zona de influencia tiene edificacion y arboles",ok,0,0,0,trend,"POLYGON ((-71.47732578987473 19.43936477132157, -71.47752324199459 19.43899103185885, -71.47863412816693 19.43924277754362, -71.47877656958208 19.43913671298441, -71.48006039985987 19.43965927255299, -71.47985781665614 19.43987027818719, -71.47854453526601 19.43966698059239, -71.47722765648687 19.4396784654438, -71.47732578987473 19.43936477132157))"
329,291411,pasto,pasto,8.8031988,12941.516,"Punto sobre copa de árbol, revisar área",Se movió hacia arriba,"ok, arboles",0,0,0,trend,"POLYGON ((-71.49680088631392 19.44029065589851, -71.49636096503335 19.43950017269519, -71.49623620264045 19.43930571700881, -71.49659814905183 19.43918083921876, -71.49678249578363 19.43908851300018, -71.49698789460166 19.43905474622262, -71.4971942398431 19.43908284415421, -71.49743266130511 19.43979828163961, -71.49746515266177 19.44054641719841, -71.49726604964805 19.44059906455123, -71.49705138864654 19.44032254932958, -71.49680088631392 19.44029065589851))"
331,307911,pasto,pasto,2.5151997,11154.037,"Punto sobre la vía, mover hacía abajo",Se movió hacia aabajo,"ok, arbustos",1,0,0,trend,"POLYGON ((-70.36476460139312 19.66962103017334, -70.36444471082571 19.66857038087237, -70.36489812463657 19.66854740537442, -70.36476358112529 19.66807966891563, -70.36492153587014 19.66806544797901, -70.36505525302539 19.66843553256533, -70.365267856535 19.66838183290005, -70.36571419751648 19.6691466835409, -70.36537783421419 19.66919481381218, -70.36515863288648 19.66928111645642, -70.36523297008101 19.66952234203082, -70.3650269294755 19.66955486199231, -70.36476460139312 19.66962103017334))"
333,310511,pasto,pasto,7.6713591,13082.285,"Punto sobre vía, moverlo hacia el lado izquierdo",Se movió hacia la izquierda y arriba,"ok, arbustos",1,0,0,trend,"POLYGON ((-71.06414178451551 19.84455906085162, -71.06194985886555 19.84281396788217, -71.06204247736972 19.84263664223526, -71.06218847261991 19.84249507739898, -71.06438039585807 19.84424016764931, -71.06428777932055 19.84441749433289, -71.06414178451551 19.84455906085162))"
334,311522,plátano,plátano,2.7038395,22885.643,ok,ok,ok,0,0,0,trend,"POLYGON ((-70.54765555052271 19.40026267654311, -70.54768632059914 19.40006698309152, -70.54804483305571 19.39924375404195, -70.54855404757745 19.39940217359863, -70.5483402408404 19.40000945317362, -70.54880724754669 19.40005755633838, -70.54940234204497 19.3991410421767, -70.55019480959589 19.39950537160851, -70.54926490947352 19.40056796912239, -70.54886468715848 19.40062410828405, -70.54765555052271 19.40026267654311))"
336,312211,plátano,plátano,0.37727994,12232.747,Centrar,Se movió hacia la derecha,"ok, revisar tipo de cultivo",0,0,0,trend,"POLYGON ((-70.55915770637671 19.39334018376455, -70.55914796091835 19.39231697874536, -70.55933288028872 19.39222556312324, -70.55953851842271 19.39219284605331, -70.55974474623531 19.39222203006106, -70.55993137693244 19.3923102584282, -70.56008014195056 19.39244889482208, -70.56008722666357 19.39319229645345, -70.5599411272827 19.39333346306521, -70.55975620709577 19.39342487935905, -70.55955056749508 19.39345759677578, -70.55934433812583 19.39342841265743, -70.55915770637671 19.39334018376455))"
339,312611,plátano,plátano,2.5151997,10659.597,"Punto sobre la copa de árbol, centrar y revisar área","Se movió hacia la izquierda, zona de influencia contiene arbustos","ok, arbustos",1,0,0,trend,"POLYGON ((-70.99437118950631 19.81535248794065, -70.9942459350162 19.81482179212852, -70.99433767123091 19.81473289841873, -70.99572087078963 19.81480042811443, -70.995698577425 19.81549386495282, -70.99437118950631 19.81535248794065))"
341,313511,pasto,plátano,12.575998,15136.581,"Punto sobre vía mover, pasto hacía la izquierda y derecha","Se movió hacia la derecha y hacia arriba, donde la zona de influecia era más grande",ok,1,0,0,trend,"POLYGON ((-71.05481424791107 19.84966882738043, -71.0548444326523 19.84947309917111, -71.05493706255373 19.84929577629439, -71.05508307019664 19.84915421627555, -71.05526816330814 19.8490622758879, -71.05547422379892 19.84902895479642, -71.05568108124454 19.84905751464627, -71.05586848722601 19.84914515981146, -71.05601809729869 19.84928331104595, -71.0561152666138 19.84945844525196, -71.05615048344769 19.84965341917397, -71.05612030031922 19.84984914746145, -71.05602767153425 19.85002647085482, -71.05588166408499 19.85016803163145, -71.0556965701704 19.85025997272858, -71.05549050818649 19.85029329421024, -71.05528364912811 19.85026473428224, -71.05509624203022 19.8501770886004, -71.05494663176388 19.85003893660813, -71.05484946325187 19.84986380169262, -71.05481424791107 19.84966882738043))"
